at,atgdlast10,atgdlast20,atgdlast5,atwinslast20,atwinslat10,atwinslat5,ht,htgdlast10,htgdlast20,htgdlast5,htwinslast20,htwinslat10,htwinslat5,result,versuslast5
Real Madrid,12.0,30.0,5.0,10.5,3.5,1.0,Vallecano,-22.0,-24.0,-4.0,-2.5,-4.0,-1.0,A,-3.0
Ath Bilbao,2.0,0.0,1.0,4.0,2.0,1.0,Ath Madrid,18.0,28.0,7.0,6.5,4.0,1.0,H,0.0
Valencia,-6.0,7.0,-4.0,3.0,-0.5,0.5,Getafe,6.0,-4.0,7.0,-2.0,1.5,1.0,A,-1.0
Betis,-7.0,-4.0,-7.0,0.0,0.5,-0.5,Malaga,-2.0,-13.0,-8.0,0.5,3.0,0.0,H,0.5
Almeria,-9.0,-24.0,-3.0,-4.0,-2.0,-1.0,Osasuna,-8.0,-19.0,-3.0,-3.5,-1.5,-0.5,A,-1.5
Levante,4.0,-9.0,2.0,3.0,3.0,1.5,Ath Bilbao,-2.0,-1.0,1.0,4.0,0.0,1.0,H,0.0
Vallecano,-18.0,-27.0,-4.0,-2.5,-3.0,0.0,Celta,-3.0,-1.0,1.0,-1.0,-2.0,-1.0,A,-3.0
Sociedad,4.0,11.0,8.0,5.0,2.0,1.5,Real Madrid,12.0,27.0,7.0,9.5,3.5,1.0,H,3.0
Barcelona,19.0,40.0,8.0,11.0,5.5,3.5,Betis,-7.0,-9.0,-9.0,-1.0,-0.5,-2.5,A,-1.0
Sevilla,-3.0,-4.0,-3.0,4.5,1.5,1.5,Espanol,-5.0,-10.0,-4.0,-1.5,-1.0,-1.5,A,0.0
Valladolid,-2.0,-8.0,-1.0,0.5,1.5,-1.0,Valencia,-3.0,7.0,-4.0,2.0,0.5,-0.5,D,2.0
Ath Madrid,15.0,30.0,8.0,7.0,4.0,2.0,Villarreal,6.0,6.0,3.0,3.5,2.0,1.0,D,0.0
Osasuna,-6.0,-19.0,-5.0,-2.5,-1.5,-0.5,Valladolid,-3.0,-9.0,2.0,0.0,1.0,0.5,A,0.5
Real Madrid,14.0,28.0,10.0,10.5,3.5,2.0,Almeria,-8.0,-21.0,-1.0,-3.0,-2.5,0.0,A,-2.5
Getafe,6.0,-4.0,2.0,-1.0,2.5,0.5,Ath Madrid,14.0,25.0,7.0,6.5,4.5,1.5,H,1.0
Celta,-5.0,-2.0,0.0,0.0,-2.5,0.0,Sociedad,1.0,5.0,5.0,4.0,1.0,1.5,H,2.5
Villarreal,3.0,8.0,0.0,5.0,2.5,0.5,Levante,2.0,-6.0,2.0,2.0,2.0,0.5,A,1.0
Betis,-10.0,-12.0,-10.0,-1.5,-1.0,-1.5,Sevilla,-1.0,-2.0,-2.0,4.0,1.0,0.5,H,1.0
Espanol,-7.0,-12.0,-5.0,-2.0,-1.5,-0.5,Vallecano,-15.0,-23.0,-3.0,-2.5,-3.0,-1.0,A,-1.0
Ath Bilbao,1.0,3.0,2.0,5.0,2.0,1.5,Malaga,-2.0,-13.0,-8.0,0.5,2.5,-0.5,A,1.0
Levante,-1.0,-8.0,-2.0,3.0,1.5,0.5,Getafe,-2.0,-9.0,-7.0,-2.0,0.5,-0.5,H,-0.5
Malaga,-8.0,-10.0,-7.0,1.5,1.5,0.5,Villarreal,6.0,10.0,5.0,4.0,2.0,1.5,D,-0.5
Sociedad,2.0,6.0,5.0,4.5,1.5,2.5,Espanol,-5.0,-11.0,-3.0,-2.0,-1.5,-1.5,A,2.0
Valladolid,-4.0,-10.0,1.0,-0.5,0.5,0.0,Real Madrid,19.0,31.0,13.0,9.5,3.0,1.0,H,3.0
Barcelona,24.0,43.0,12.0,11.0,5.5,3.0,Ath Bilbao,1.0,4.0,1.0,4.5,1.0,0.5,H,-2.0
Vallecano,-13.0,-26.0,-7.0,-3.0,-2.0,-1.0,Betis,-16.0,-14.0,-13.0,-1.5,-3.0,-2.5,D,-2.0
Osasuna,-4.0,-18.0,-4.0,-3.0,-0.5,-1.0,Valencia,-1.0,2.0,-4.0,0.0,1.0,-1.5,H,1.0
Villarreal,6.0,10.0,2.0,4.0,2.0,1.0,Barcelona,19.0,42.0,10.0,9.5,4.5,1.0,H,2.0
Getafe,2.0,-7.0,-5.0,0.0,2.5,0.5,Malaga,-8.0,-11.0,-2.0,1.0,1.5,1.0,H,1.5
Real Madrid,20.0,34.0,18.0,10.5,3.0,3.0,Osasuna,-8.0,-21.0,-6.0,-4.5,-2.5,-1.0,D,-0.5
Espanol,-7.0,-11.0,-1.0,-2.0,-2.5,-0.5,Almeria,-13.0,-24.0,-4.0,-3.0,-3.0,0.0,D,-1.0
Valencia,0.0,7.0,2.0,2.0,1.0,0.5,Ath Madrid,19.0,34.0,12.0,7.5,4.5,2.5,H,-1.0
Ath Bilbao,3.0,5.0,1.0,5.0,3.0,1.5,Sevilla,7.0,4.0,2.0,4.5,4.0,0.0,D,-2.0
Betis,-16.0,-14.0,-8.0,-1.5,-3.0,-1.0,Sociedad,3.0,5.0,3.0,3.5,1.0,1.5,H,0.0
Celta,-3.0,-3.0,-3.0,-1.0,-2.0,0.0,Valladolid,-6.0,-14.0,-6.0,-2.0,-0.5,-1.0,H,-2.0
Levante,-1.0,-7.0,-5.0,2.5,0.5,-1.0,Ath Madrid,21.0,37.0,14.0,8.0,4.5,3.5,H,2.0
Sevilla,4.0,1.0,6.0,4.0,3.5,1.5,Villarreal,4.0,9.0,3.0,2.5,0.0,0.0,A,1.5
Vallecano,-8.0,-25.0,-4.0,-2.0,-0.5,0.5,Ath Bilbao,2.0,5.0,1.0,5.0,2.5,1.5,H,0.5
Osasuna,-7.0,-17.0,-8.0,-3.0,-1.0,-1.5,Celta,-4.0,-6.0,-3.0,-2.5,-2.0,-1.0,D,1.0
Valladolid,-3.0,-10.0,-3.0,0.0,0.0,-0.5,Espanol,-6.0,-8.0,-1.0,-0.5,-1.0,-0.5,H,1.0
Barcelona,17.0,41.0,8.0,9.5,4.5,2.0,Getafe,-1.0,-9.0,-8.0,-2.0,0.5,-0.5,A,-2.0
Real Madrid,19.0,33.0,14.0,10.0,3.5,2.5,Valencia,-4.0,0.0,0.0,0.0,0.0,-0.5,A,0.0
Ath Madrid,21.0,36.0,13.0,9.0,5.5,3.5,Malaga,-8.0,-4.0,-1.0,4.0,1.0,0.5,A,-1.0
Levante,-3.0,-8.0,-5.0,1.0,-0.5,-2.0,Valencia,-6.0,-5.0,-2.0,0.0,-1.0,-0.5,H,0.5
Betis,-21.0,-18.0,-12.0,-2.5,-4.0,-1.5,Valladolid,-5.0,-13.0,-4.0,-2.0,-1.5,-0.5,D,0.0
Espanol,-2.0,-6.0,2.0,0.0,0.0,1.5,Osasuna,-6.0,-18.0,-3.0,-3.5,-0.5,0.0,H,2.0
Getafe,-6.0,-11.0,-10.0,-1.0,0.5,-0.5,Sevilla,5.0,2.0,8.0,3.5,3.0,1.5,H,0.0
Ath Bilbao,5.0,5.0,4.0,5.0,4.5,3.5,Sociedad,12.0,12.0,4.0,5.0,2.5,1.0,H,-1.0
Celta,-3.0,-4.0,-4.0,-2.0,-1.5,-0.5,Real Madrid,21.0,30.0,14.0,9.0,3.5,2.5,H,1.0
Villarreal,4.0,8.0,1.0,2.0,1.0,0.0,Vallecano,-8.0,-22.0,-4.0,-3.0,-0.5,-0.5,A,-1.5
Almeria,-4.0,-17.0,-3.0,-1.0,0.5,0.5,Ath Bilbao,3.0,2.0,1.0,4.0,3.0,1.5,H,1.0
Barcelona,19.0,46.0,11.0,9.5,4.5,2.0,Ath Madrid,21.0,38.0,14.0,9.0,4.5,3.0,D,-3.0
Valencia,-4.0,-4.0,0.0,1.0,-0.5,0.0,Celta,-5.0,-6.0,-5.0,-2.0,-1.5,-1.5,H,-1.0
Osasuna,-6.0,-14.0,-1.0,-1.5,0.5,1.0,Betis,-19.0,-17.0,-9.0,-1.0,-2.5,-1.0,A,1.5
Real Madrid,23.0,33.0,13.0,9.5,4.5,2.5,Espanol,-2.0,-5.0,3.0,0.0,0.0,0.5,A,-0.5
Malaga,-8.0,-5.0,0.0,3.5,1.0,1.5,Levante,-4.0,-9.0,-6.0,0.0,-1.5,-2.0,H,0.0
Sociedad,15.0,13.0,10.0,6.0,4.5,3.0,Villarreal,4.0,10.0,4.0,2.0,0.0,-0.5,H,1.0
Valencia,-4.0,-6.0,0.0,-1.0,-1.5,0.0,Malaga,-7.0,-8.0,0.0,1.5,1.0,0.5,D,-1.0
Real Madrid,22.0,34.0,9.0,9.0,3.5,2.5,Betis,-19.0,-22.0,-6.0,-2.0,-2.5,0.0,A,-2.0
Celta,-3.0,-7.0,-3.0,-1.0,-0.5,0.5,Espanol,-4.0,-4.0,-1.0,0.0,-1.0,0.5,H,1.0
Osasuna,-5.0,-14.0,-1.0,-2.5,0.0,1.0,Granada,-1.0,-4.0,0.0,2.0,0.0,0.0,D,0.5
Sevilla,7.0,7.0,5.0,6.0,3.0,2.0,Ath Madrid,22.0,38.0,7.0,9.0,6.0,2.5,D,1.5
Sociedad,10.0,9.0,5.0,4.5,3.5,1.0,Getafe,-14.0,-13.0,-7.0,-2.0,-1.5,-1.0,D,1.0
Barcelona,19.0,44.0,7.0,10.0,4.5,1.5,Levante,-4.0,-9.0,-2.0,1.0,-0.5,-1.0,D,-3.0
Almeria,-8.0,-24.0,-3.0,-3.0,-0.5,-0.5,Villarreal,10.0,15.0,5.0,4.0,2.0,0.5,H,0.5
Valladolid,-6.0,-14.0,-7.0,-1.5,-1.5,-1.5,Ath Bilbao,6.0,8.0,5.0,5.0,3.0,2.5,H,2.0
Betis,-19.0,-27.0,-11.0,-2.5,-1.5,-0.5,Celta,-9.0,-9.0,-6.0,-3.0,-1.5,-1.5,H,-1.0
Granada,-2.0,-6.0,1.0,1.5,0.5,0.5,Real Madrid,28.0,37.0,10.0,8.0,4.5,1.5,H,1.0
Levante,-7.0,-9.0,-1.0,1.0,-1.0,0.5,Sevilla,6.0,6.0,4.0,5.5,2.5,2.5,A,-1.0
Espanol,0.0,-2.0,1.0,2.0,1.0,1.5,Valencia,-1.0,-5.0,-3.0,0.5,0.0,-0.5,D,0.0
Villarreal,9.0,18.0,7.0,5.0,2.0,1.0,Valladolid,-11.0,-14.0,-5.0,-1.5,-2.5,-1.5,H,-1.5
Getafe,-13.0,-11.0,-8.0,-0.5,-1.0,-1.5,Almeria,-7.0,-19.0,-3.0,-3.0,-0.5,-0.5,H,0.0
Malaga,-2.0,-5.0,0.0,3.0,1.5,0.5,Barcelona,18.0,41.0,8.0,9.5,4.0,3.0,H,2.0
Ath Bilbao,7.0,10.0,6.0,5.5,4.0,2.5,Osasuna,-4.0,-12.0,2.0,-1.0,1.5,2.5,A,-2.0
Ath Madrid,17.0,36.0,5.0,9.5,5.5,3.0,Vallecano,-11.0,-28.0,-7.0,-4.5,-2.5,-2.0,A,-2.0
Valencia,0.0,-6.0,0.0,0.0,0.5,1.0,Barcelona,18.0,37.0,10.0,9.5,5.0,3.0,A,2.0
Valladolid,-10.0,-12.0,-7.0,-0.5,-2.0,-1.5,Getafe,-16.0,-10.0,-8.0,-0.5,-2.0,-1.5,D,0.0
Vallecano,-11.0,-33.0,-7.0,-5.5,-1.5,-2.0,Levante,-6.0,-1.0,-1.0,2.0,-1.5,-0.5,D,-1.0
Sevilla,9.0,7.0,3.0,5.5,3.5,2.0,Malaga,-5.0,-7.0,-4.0,3.0,0.0,-1.5,H,0.5
Real Madrid,26.0,38.0,12.0,8.0,4.5,2.0,Ath Bilbao,11.0,13.0,10.0,5.5,3.5,2.0,D,-3.0
Sociedad,11.0,10.0,4.0,5.0,3.5,1.5,Ath Madrid,18.0,36.0,4.0,9.5,5.5,2.0,H,0.5
Espanol,0.0,-2.0,1.0,2.0,1.0,1.5,Betis,-21.0,-28.0,-9.0,-2.5,-3.0,-0.5,H,-0.5
Osasuna,-10.0,-15.0,-2.0,-1.0,0.5,2.0,Villarreal,10.0,16.0,7.0,4.0,1.0,1.0,H,-0.5
Granada,-5.0,-9.0,-2.0,0.5,-0.5,-0.5,Espanol,-1.0,-6.0,-3.0,0.0,1.0,-0.5,H,0.0
Ath Madrid,20.0,35.0,7.0,9.5,5.5,2.0,Almeria,-9.0,-18.0,-4.0,-3.5,-1.5,-1.0,H,0.5
Villarreal,11.0,17.0,10.0,4.0,2.0,2.0,Real Madrid,25.0,37.0,11.0,8.5,5.0,2.5,H,2.0
Betis,-18.0,-25.0,-6.0,-1.5,-1.0,0.5,Valencia,0.0,-3.0,2.0,1.0,0.5,1.0,H,-1.0
Malaga,-5.0,-5.0,-4.0,4.0,0.0,-0.5,Vallecano,-10.0,-28.0,-6.0,-4.0,-1.0,-0.5,H,-1.0
Getafe,-15.0,-10.0,-5.0,-0.5,-1.5,-1.0,Osasuna,-7.0,-15.0,-4.0,-1.0,0.5,0.5,H,0.5
Barcelona,16.0,35.0,6.0,9.5,4.0,3.0,Sevilla,9.0,6.0,1.0,4.0,2.5,1.0,A,-2.0
Levante,-5.0,-1.0,0.0,2.0,-1.0,1.0,Sociedad,2.0,6.0,-2.0,3.5,1.5,0.5,D,-1.5
Ath Bilbao,13.0,11.0,9.0,5.0,5.0,1.5,Celta,-4.0,-7.0,0.0,-2.5,-0.5,0.0,D,-1.0
Valladolid,-9.0,-12.0,-5.0,0.5,-0.5,0.0,Ath Madrid,18.0,32.0,4.0,8.5,4.0,1.0,H,2.0
Vallecano,-9.0,-24.0,0.0,-3.0,0.0,0.5,Barcelona,16.0,37.0,5.0,9.5,4.0,2.0,H,2.0
Almeria,-8.0,-16.0,-5.0,-3.0,-0.5,-1.0,Levante,-4.0,-2.0,2.0,2.5,0.5,2.5,H,1.0
Celta,-2.0,-7.0,3.0,-2.5,0.0,1.5,Villarreal,9.0,12.0,5.0,3.0,0.5,1.0,A,0.0
Espanol,2.0,-5.0,-1.0,0.5,2.0,1.5,Ath Bilbao,12.0,13.0,11.0,6.5,4.5,3.0,A,-1.5
Real Madrid,23.0,37.0,10.0,8.5,5.0,2.5,Getafe,-17.0,-11.0,-4.0,-0.5,-3.0,-1.0,A,-2.0
Betis,-20.0,-30.0,-11.0,-3.0,-2.0,-1.0,Granada,-8.0,-10.0,0.0,-1.0,-2.5,-0.5,H,0.0
Valencia,5.0,3.0,5.0,2.0,1.0,1.0,Sevilla,4.0,3.0,-5.0,3.5,2.5,0.0,D,0.0
Sociedad,6.0,7.0,-4.0,4.0,3.0,0.0,Malaga,-6.0,-8.0,-6.0,2.5,0.0,-1.5,A,-1.5
Levante,0.0,-1.0,2.0,3.0,1.5,2.5,Valladolid,-11.0,-15.0,-4.0,-1.0,-1.5,0.0,D,1.0
Malaga,-6.0,-14.0,-6.0,1.5,0.0,-0.5,Almeria,-4.0,-15.0,-1.0,-3.0,-1.5,-1.0,D,-0.5
Getafe,-13.0,-15.0,-6.0,-1.5,-2.0,-1.0,Celta,1.0,-4.0,4.0,-1.5,1.0,0.5,D,-1.0
Barcelona,18.0,42.0,11.0,9.5,4.0,2.5,Sociedad,6.0,8.0,1.0,3.5,2.0,1.0,H,-1.5
Ath Bilbao,10.0,11.0,5.0,5.5,4.5,2.0,Betis,-17.0,-33.0,-11.0,-5.0,-2.0,-2.0,A,0.5
Ath Madrid,14.0,33.0,7.0,8.5,4.0,1.5,Osasuna,-5.0,-9.0,-4.0,1.5,2.0,1.0,H,-2.0
Granada,-3.0,-8.0,-3.0,0.0,-0.5,-0.5,Valencia,6.0,5.0,6.0,3.5,2.5,2.5,H,2.0
Sevilla,0.0,4.0,-5.0,5.0,2.0,0.0,Vallecano,-12.0,-25.0,-7.0,-3.0,-1.0,-0.5,A,-1.5
Villarreal,4.0,10.0,-1.0,2.5,0.5,0.0,Espanol,0.0,-5.0,1.0,0.5,2.0,1.5,A,-1.5
Granada,-3.0,-9.0,-4.0,-1.5,-1.5,-2.0,Ath Bilbao,11.0,14.0,5.0,6.5,3.5,1.0,H,0.0
Espanol,0.0,-7.0,-1.0,-0.5,2.0,0.5,Getafe,-14.0,-12.0,-6.0,0.0,-2.5,-1.0,D,-0.5
Osasuna,1.0,-7.0,-1.0,1.5,4.0,1.5,Levante,1.0,-1.0,2.0,3.0,3.0,2.5,H,-2.0
Valladolid,-7.0,-13.0,-2.0,-0.5,0.0,1.5,Malaga,-6.0,-14.0,-6.0,1.5,0.0,-0.5,D,1.5
Real Madrid,20.0,40.0,10.0,8.0,5.0,3.5,Ath Madrid,9.0,28.0,4.0,7.5,3.0,0.0,D,-2.0
Almeria,-2.0,-15.0,1.0,-3.0,0.0,0.5,Barcelona,17.0,36.0,9.0,8.5,4.0,1.0,H,2.0
Sociedad,7.0,10.0,3.0,4.0,3.0,1.5,Sevilla,0.0,7.0,-4.0,6.0,2.0,-0.5,H,-1.0
Valencia,4.0,4.0,7.0,3.5,2.5,3.0,Vallecano,-13.0,-22.0,-6.0,-3.0,-1.5,0.5,H,-2.0
Betis,-19.0,-35.0,-8.0,-5.5,-2.5,-2.0,Villarreal,5.0,11.0,-2.0,2.0,0.0,-1.0,D,0.0
Getafe,-13.0,-14.0,-5.0,-0.5,-1.0,0.5,Betis,-15.0,-34.0,-6.0,-4.0,-1.0,-0.5,H,-1.0
Ath Madrid,6.0,27.0,2.0,7.0,2.5,0.5,Celta,1.0,-3.0,2.0,-1.5,0.5,0.0,A,-2.0
Barcelona,19.0,36.0,9.0,8.5,4.0,1.0,Valladolid,-10.0,-13.0,-3.0,-0.5,-0.5,1.0,H,-3.0
Sevilla,1.0,5.0,-2.0,6.0,2.5,0.5,Almeria,-5.0,-16.0,-3.0,-3.0,-1.5,-1.5,A,-2.0
Levante,2.0,1.0,3.0,3.5,3.0,3.5,Real Madrid,20.0,39.0,8.0,8.5,5.0,3.0,H,1.0
Ath Bilbao,15.0,17.0,5.0,6.5,4.0,2.0,Valencia,6.0,2.0,6.0,2.5,2.5,1.5,D,0.5
Malaga,-7.0,-16.0,-3.0,1.0,-0.5,1.0,Osasuna,-1.0,-8.0,1.0,1.5,2.5,0.5,A,0.0
Vallecano,-10.0,-18.0,-3.0,-1.0,-0.5,1.5,Sociedad,2.0,12.0,-2.0,4.0,1.0,-0.5,A,0.0
Granada,-5.0,-12.0,-3.0,-2.5,-1.5,-1.0,Getafe,-12.0,-18.0,-7.0,-1.5,-2.0,-1.0,D,-0.5
Espanol,0.0,-2.0,3.0,2.0,2.0,2.5,Ath Madrid,7.0,28.0,0.0,7.0,1.5,-0.5,H,0.0
Celta,-1.0,-4.0,-1.0,-1.5,0.0,0.0,Levante,0.0,-3.0,0.0,2.5,3.0,2.0,A,0.5
Real Madrid,22.0,43.0,11.0,9.5,6.0,3.5,Malaga,-6.0,-14.0,-2.0,0.5,-0.5,0.0,A,-1.0
Osasuna,-3.0,-9.0,1.0,1.5,2.0,1.5,Barcelona,15.0,33.0,9.0,7.5,3.0,0.0,H,1.0
Valladolid,-7.0,-12.0,-2.0,0.0,1.5,1.5,Sevilla,2.0,7.0,1.0,5.5,2.5,1.5,H,-0.5
Valencia,7.0,1.0,5.0,2.0,3.0,2.0,Sociedad,-1.0,11.0,1.0,3.5,1.0,0.5,H,2.0
Ath Bilbao,14.0,19.0,5.0,8.0,3.5,2.0,Villarreal,5.0,9.0,-5.0,1.5,0.5,-1.5,D,0.5
Malaga,-6.0,-14.0,0.0,0.5,-0.5,1.0,Celta,3.0,-2.0,0.0,-0.5,1.0,-0.5,A,1.0
Getafe,-9.0,-20.0,-5.0,-2.0,-0.5,0.5,Ath Bilbao,16.0,19.0,5.0,8.0,5.0,2.0,H,-0.5
Levante,1.0,-3.0,-1.0,2.5,4.0,1.5,Espanol,0.0,-2.0,1.0,2.0,2.0,0.5,D,-2.0
Vallecano,-3.0,-15.0,-3.0,0.0,1.5,1.0,Valladolid,-10.0,-12.0,-5.0,0.0,0.0,0.0,D,2.0
Ath Madrid,7.0,28.0,3.0,7.0,2.5,1.5,Betis,-12.0,-31.0,-1.0,-2.5,0.0,1.0,A,-1.5
Sevilla,2.0,9.0,7.0,5.5,2.5,2.5,Osasuna,-11.0,-17.0,-8.0,0.5,0.0,-0.5,A,-1.5
Barcelona,18.0,37.0,13.0,7.5,3.0,1.0,Real Madrid,20.0,43.0,10.0,9.5,5.0,2.5,A,0.0
Villarreal,2.0,6.0,-3.0,1.0,1.0,0.0,Valencia,4.0,0.0,-1.0,0.5,1.0,0.0,H,1.0
Espanol,1.0,-3.0,0.0,1.5,2.5,1.0,Malaga,-3.0,-10.0,3.0,1.5,0.5,1.0,A,1.0
Granada,-5.0,-6.0,-2.0,0.0,0.0,0.5,Ath Madrid,9.0,31.0,2.0,8.0,2.0,0.5,H,2.0
Celta,0.0,-3.0,-4.0,-0.5,0.0,-0.5,Barcelona,19.0,38.0,8.0,7.0,2.5,0.0,H,2.0
Real Madrid,18.0,40.0,6.0,8.5,5.0,2.5,Sevilla,3.0,10.0,8.0,5.0,2.0,2.0,H,-2.0
Osasuna,-13.0,-18.0,-9.0,0.0,0.0,-1.0,Vallecano,-4.0,-16.0,3.0,0.5,2.0,2.5,H,-0.5
Valencia,6.0,2.0,0.0,1.5,3.0,0.5,Almeria,-7.0,-15.0,-6.0,-2.0,-1.5,-0.5,D,-2.0
Villarreal,-3.0,7.0,-2.0,1.0,-1.0,-1.0,Getafe,-9.0,-23.0,-3.0,-3.0,-1.5,-0.5,A,0.5
Betis,-13.0,-32.0,-2.0,-2.5,0.0,2.0,Levante,0.0,-4.0,-2.0,3.0,3.5,1.0,A,0.5
Valladolid,-6.0,-12.0,-2.0,0.0,1.5,1.5,Sociedad,1.0,11.0,0.0,4.5,1.0,0.0,H,1.0
Ath Madrid,10.0,27.0,6.0,8.0,2.5,2.5,Ath Bilbao,10.0,17.0,5.0,8.5,4.5,3.5,A,-1.0
Sevilla,4.0,10.0,8.0,5.0,2.5,3.0,Celta,-2.0,-11.0,-7.0,-1.5,0.0,-2.0,H,-1.0
Barcelona,22.0,40.0,13.0,7.0,3.0,2.0,Espanol,1.0,1.0,2.0,2.5,1.5,1.0,A,-2.5
Vallecano,-1.0,-12.0,5.0,1.5,4.0,3.5,Real Madrid,12.0,40.0,2.0,8.5,4.0,0.5,H,2.0
Sociedad,2.0,9.0,-1.0,4.5,1.5,0.0,Osasuna,-14.0,-18.0,-13.0,0.0,-1.5,-3.0,D,0.5
Getafe,-10.0,-23.0,-4.0,-3.0,-2.0,-1.0,Valencia,6.0,5.0,-1.0,3.0,3.0,0.0,A,1.0
Almeria,-5.0,-12.0,-6.0,-0.5,0.0,-0.5,Valladolid,-5.0,-16.0,-3.0,-1.0,1.5,0.0,H,-0.5
Malaga,-4.0,-6.0,2.0,1.5,0.0,0.5,Betis,-6.0,-25.0,2.0,-1.5,0.0,2.0,A,-0.5
Levante,-2.0,-9.0,-4.0,2.0,3.0,0.5,Granada,-6.0,-8.0,-2.0,-1.0,-1.5,0.5,A,-0.5
Osasuna,-10.0,-20.0,-11.0,-0.5,-1.0,-1.5,Almeria,-7.0,-14.0,-4.0,-1.5,-2.0,-0.5,A,1.0
Villarreal,-3.0,7.0,-2.0,0.5,-0.5,-1.0,Ath Madrid,9.0,27.0,7.0,8.0,2.5,2.0,H,1.0
Betis,-5.0,-26.0,1.0,-2.0,1.0,1.5,Barcelona,20.0,38.0,11.0,7.0,2.0,1.0,H,2.0
Real Madrid,15.0,41.0,7.0,8.5,4.0,1.0,Sociedad,-2.0,9.0,0.0,4.5,1.0,1.5,A,-2.5
Celta,-3.0,-7.0,-5.0,-0.5,0.0,0.0,Vallecano,-4.0,-15.0,-1.0,1.5,3.0,1.5,H,2.0
Granada,-6.0,-9.0,0.0,-1.0,-0.5,1.5,Malaga,0.0,-5.0,3.0,1.0,1.0,0.0,H,-1.0
Espanol,0.0,0.0,1.0,2.0,1.0,0.5,Sevilla,4.0,13.0,6.0,5.0,1.5,1.0,H,1.5
Valencia,4.0,4.0,-2.0,3.0,2.5,1.0,Valladolid,-5.0,-15.0,-2.0,-0.5,1.5,0.5,D,-1.5
Ath Bilbao,5.0,16.0,0.0,8.0,4.5,2.5,Levante,-1.0,-7.0,-4.0,1.5,3.0,-0.5,A,0.0
Valladolid,-5.0,-14.0,-3.0,1.0,1.5,0.0,Osasuna,-7.0,-14.0,-8.0,0.5,0.0,-1.5,D,0.5
Sociedad,-2.0,0.0,-3.0,3.5,2.0,1.5,Celta,-7.0,-11.0,-6.0,-1.5,-1.0,-1.0,D,-2.0
Barcelona,23.0,39.0,14.0,7.0,3.0,3.0,Granada,-8.0,-13.0,-5.0,-2.0,-1.5,-0.5,H,-3.0
Almeria,-7.0,-16.0,-3.0,-2.5,-1.0,-0.5,Real Madrid,19.0,44.0,8.0,8.5,3.5,0.0,H,2.0
Levante,-2.0,-7.0,-2.0,1.5,2.5,0.5,Villarreal,-6.0,5.0,-1.0,-0.5,-2.5,-1.0,H,-1.0
Sevilla,8.0,17.0,7.0,6.0,3.5,2.0,Betis,-9.0,-27.0,-3.0,-2.0,-1.0,-0.5,A,-1.0
Vallecano,-1.0,-11.0,1.0,2.5,3.5,2.5,Espanol,-1.0,-2.0,-4.0,2.0,1.0,-1.5,D,1.0
Ath Madrid,6.0,26.0,6.0,8.0,2.5,3.0,Getafe,-8.0,-23.0,-1.0,-4.0,-2.5,-1.5,A,-1.5
Malaga,2.0,-3.0,4.0,1.0,1.0,1.0,Ath Bilbao,6.0,19.0,1.0,9.0,4.0,2.0,H,-0.5
Getafe,-8.0,-25.0,-3.0,-4.5,-1.5,-2.0,Levante,-3.0,-7.0,-2.0,1.5,1.0,-0.5,D,-0.5
Valencia,-1.0,4.0,0.0,4.0,3.0,3.0,Osasuna,-9.0,-13.0,-1.0,1.0,-0.5,0.0,D,-2.5
Espanol,-2.0,0.0,-3.0,2.5,0.5,0.0,Sociedad,-2.0,4.0,-4.0,5.0,2.0,1.0,H,0.5
Ath Bilbao,9.0,21.0,4.0,9.0,4.5,2.5,Barcelona,19.0,35.0,6.0,6.0,2.0,1.0,H,1.0
Granada,-6.0,-14.0,-4.0,-2.0,0.5,0.0,Sevilla,13.0,17.0,6.0,6.0,3.5,1.0,H,1.0
Betis,-6.0,-26.0,-5.0,-2.0,0.0,-1.0,Vallecano,-4.0,-13.0,-1.0,3.0,3.0,2.0,H,2.0
Villarreal,-3.0,6.0,0.0,0.0,-0.5,-0.5,Malaga,2.0,-4.0,2.0,1.0,1.0,0.0,H,0.0
Sociedad,-2.0,4.0,-2.0,5.0,3.0,3.0,Betis,-7.0,-24.0,-5.0,-2.0,0.0,-2.0,A,0.0
Malaga,5.0,-1.0,2.0,2.0,2.0,1.0,Getafe,-5.0,-18.0,-2.0,-3.0,-1.0,-0.5,H,-2.0
Vallecano,4.0,-8.0,1.0,4.0,5.0,2.5,Granada,-11.0,-14.0,-9.0,-2.0,-1.5,-2.0,A,-1.0
Osasuna,-9.0,-14.0,0.0,1.5,-0.5,0.5,Real Madrid,21.0,44.0,11.0,8.5,3.5,1.0,H,2.0
Sevilla,17.0,17.0,9.0,6.0,4.0,2.0,Ath Bilbao,9.0,19.0,2.0,8.0,3.5,0.5,H,1.0
Almeria,-14.0,-18.0,-8.0,-3.5,-2.0,-1.5,Espanol,-4.0,-4.0,-4.0,1.5,-0.5,-1.5,A,1.0
Ath Madrid,9.0,23.0,7.0,7.5,3.5,3.0,Valencia,-1.0,5.0,-1.0,5.5,3.0,2.5,A,1.0
Barcelona,14.0,32.0,6.0,6.0,2.0,2.0,Villarreal,-3.0,1.0,-1.0,-1.0,-1.5,-0.5,A,-2.5
Valladolid,-5.0,-14.0,0.0,1.0,1.5,1.5,Celta,-7.0,-6.0,-3.0,0.0,-1.0,-0.5,H,1.0
Ath Bilbao,9.0,20.0,4.0,8.0,4.5,1.0,Vallecano,8.0,-5.0,3.0,3.5,5.0,1.5,A,-0.5
