name,goals_per90,assists_per90,goals_assists_pens_per90,goals_pens_per90,goals,shots_total_per90,shots_on_target_per90,shots_free_kicks,pens_made,passes_completed,passes,passes_completed_short,passes_completed_medium,passes_completed_long,sca,sca_per90,gca_per90,tackles,tackles_won,dribbles_vs,pressures,pressure_regains,blocks,blocked_shots,dribbles_completed,carry_distance,fouls,aerials_won,ball_recoveries
Manu Trigueros,"0.00,0.12,0.00","0.00,0.23,0.00","0.00,0.29,0.00","0.00,0.06,0.00","0,2,0","0.99,1.40,0.86","0.06,0.52,0.00","1,2,0","0,1,0","863,784,118","1006,918,142","9,15,2","650,598,97","204,171,19","33,61,1","1.92,3.55,0.43","0.06,0.35,0.00","41,31,9","29,21,8","63,48,8","383,414,42","85,102,14","23,30,2","7,11,1","6,13,3","3629,3299,540","36,32,5","8,15,1","160,131,17"
Samuel Chukwueze,"0.26,0.13,0.00","0.11,0.09,0.33","0.37,0.22,0.33","0.26,0.13,0.00","5,3,0","3.06,2.23,1.64","1.21,0.49,0.00","0,0,0","0,0,0","387,553,80","540,750,113","4,11,3","310,419,61","73,123,16","56,96,8","2.95,4.28,2.63","0.32,0.62,0.33","19,18,7","11,15,2","31,21,4","403,347,39","92,97,10","14,29,0","1,1,0","59,60,5","5527,7219,988","20,16,2","17,11,4","126,150,23"
Vicente Iborra,"0.16,0.03,0.00","0.05,0.07,0.00","0.22,0.10,0.00","0.16,0.03,0.00","3,1,0","0.81,0.65,0.66","0.27,0.10,0.00","0,0,0","0,0,0","632,1247,168","787,1446,185","11,20,1","499,879,117","122,348,50","29,25,3","1.57,0.85,0.99","0.32,0.10,0.00","34,60,2","26,41,2","30,61,4","326,462,30","81,117,7","25,51,4","9,19,3","12,10,1","2461,3923,575","29,57,6","67,78,6","168,313,25"
Pervis Estupiñán,"0.18,0.03,0.00","0.12,0.15,0.00","0.31,0.18,0.00","0.18,0.03,0.00","3,1,0","[None, '0.54', '0.62']","[None, '0.09', '0.31']","[None, '1', '0']","0,0,0","[None, '1322', '146']","[None, '1823', '188']","[None, '21', '2']","[None, '1072', '120']","[None, '229', '24']","[None, '75', '7']","[None, '2.27', '2.18']","[None, '0.30', '0.31']","[None, '87', '7']","[None, '57', '6']","[None, '72', '5']","[None, '497', '43']","[None, '167', '18']","[None, '58', '6']","[None, '8', '0']","[None, '63', '1']","[None, '9113', '808']","[None, '42', '1']","[None, '45', '3']","[None, '368', '36']"
Mario Gaspar,"0.03,0.00,0.00","0.07,0.09,0.24","0.10,0.09,0.24","0.03,0.00,0.00","1,0,0","0.90,0.64,0.96","0.24,0.05,0.48","0,0,0","0,0,0","1068,867,193","1326,1092,224","14,5,1","919,734,156","135,128,36","35,31,7","1.21,1.42,1.68","0.07,0.14,0.48","57,41,7","29,20,2","56,41,11","428,277,48","100,80,12","59,49,11","11,12,1","13,3,2","4084,2579,853","50,34,4","48,44,6","235,164,24"
Francis Coquelin,"0.00,0.00,0.00","0.05,0.00,0.00","0.05,0.00,0.00","0.00,0.00,0.00","0,0,0","0.51,0.47,1.01","0.15,0.05,0.00","0,0,0","0,0,0","840,885,90","974,984,102","8,12,1","637,672,73","195,201,16","37,17,3","1.89,0.80,1.52","0.05,0.09,0.00","45,34,6","35,24,5","41,31,4","303,284,26","89,79,13","19,30,4","5,10,1","31,21,3","3783,3737,357","22,34,3","30,21,3","201,202,22"
Pau Torres,"0.03,0.06,0.00","0.03,0.03,0.00","0.05,0.09,0.00","0.03,0.06,0.00","1,2,0","[None, '0.27', '0.00']","[None, '0.06', '0.00']","[None, '0', '0']","0,0,0","[None, '1724', '261']","[None, '1998', '293']","[None, '11', '1']","[None, '988', '155']","[None, '725', '105']","[None, '17', '1']","[None, '0.51', '0.20']","[None, '0.06', '0.00']","[None, '37', '2']","[None, '23', '2']","[None, '33', '3']","[None, '262', '28']","[None, '82', '15']","[None, '63', '12']","[None, '27', '4']","[None, '10', '5']","[None, '9637', '1761']","[None, '29', '2']","[None, '45', '6']","[None, '328', '46']"
Paco Alcácer,"0.85,0.39,0.75","0.17,0.10,0.00","1.02,0.49,0.75","0.85,0.39,0.75","5,4,3","2.55,2.44,2.01","1.19,0.78,1.25","0,1,0","0,0,0","84,181,45","112,230,66","4,6,1","75,156,36","5,19,8","14,16,2","2.38,1.56,0.50","0.51,0.29,0.25","2,4,1","2,2,1","8,12,1","88,146,26","22,43,9","3,10,2","1,2,0","4,4,1","253,782,201","2,4,1","4,8,2","17,40,15"
Raúl Albiol,"0.05,0.03,0.00","0.00,0.00,0.00","0.05,0.03,0.00","0.05,0.03,0.00","1,1,0","0.16,0.39,0.21","0.05,0.11,0.00","0,0,0","0,0,0","1000,1619,248","1126,1882,289","4,6,0","556,821,141","440,792,107","14,16,3","0.74,0.44,0.63","0.05,0.03,0.00","23,50,1","17,33,1","18,33,3","107,278,23","35,85,12","31,40,6","18,21,2","1,3,2","4255,7874,1548","10,30,1","40,78,7","193,338,42"
Gerard Moreno,"0.31,0.59,0.62","0.04,0.16,0.21","0.35,0.72,0.41","0.31,0.56,0.21","8,18,3","2.80,2.79,2.69","1.24,1.05,1.03","0,0,0","0,1,2","550,743,135","764,1027,204","5,18,3","435,544,103","110,181,29","66,92,11","2.57,3.02,2.28","0.19,0.56,0.41","20,17,5","16,14,3","27,48,12","387,392,47","81,90,12","27,30,6","9,4,0","54,61,15","4460,5931,996","39,36,7","42,54,13","116,133,25"
Arnau Tenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moi Gómez,"0.06,0.19,0.00","0.21,0.16,0.00","0.27,0.35,0.00","0.06,0.19,0.00","2,5,0","0.74,1.44,0.20","0.24,0.54,0.00","2,1,0","0,0,0","1234,921,170","1557,1135,221","17,22,2","888,752,132","329,147,36","88,61,12","2.59,2.37,2.45","0.32,0.43,0.20","42,28,5","35,16,4","49,26,7","663,426,59","155,117,19","41,51,8","6,3,0","43,21,9","8269,6108,1087","47,22,0","18,10,1","355,181,27"
Riqui Puig,"['0.00', '0.00', None]","['0.00', '0.35', None]","['0.00', '0.35', None]","['0.00', '0.00', None]","0,0,0","0.00,0.00,1.24","0.00,0.00,0.71","[None, '0', '0']","0,0,0","[None, '111', '394']","[None, '122', '433']","[None, '1', '13']","[None, '96', '306']","[None, '14', '75']","[None, '3', '20']","[None, '1.73', '3.53']","[None, '0.00', '0.35']","[None, '1', '10']","0,1,6","[None, '1', '18']","[None, '37', '148']","[None, '9', '29']","[None, '2', '4']","[None, '0', '0']","[None, '1', '14']","[None, '694', '2201']","1,1,9","[None, '1', '0']","[None, '18', '36']"
Iñaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,"['0.14', '0.09', None]","['0.19', '0.09', None]","['0.33', '0.18', None]","['0.14', '0.09', None]","2,3,1","1.06,0.88,0.36","0.30,0.37,0.09","0,0,0","0,0,0","513,915,749","616,1132,834","4,15,18","414,785,669","95,115,62","18,34,15","1.36,1.58,1.33","0.30,0.19,0.27","18,37,24","7,27,14","16,30,21","179,287,124","61,79,30","36,49,26","1,2,2","10,23,11","2417,4932,3417","18,30,35","9,30,10","107,160,81"
Daniel Parejo,"0.26,0.24,0.00","0.21,0.09,0.00","0.32,0.18,0.00","0.12,0.09,0.00","9,8,0","1.12,0.86,0.40","0.44,0.30,0.00","10,18,1","5,5,0","1967,1980,344","2407,2398,387","15,28,2","1387,1293,252","565,659,90","135,107,17","3.97,3.18,3.40","0.41,0.39,0.40","65,62,15","50,46,8","105,96,12","728,650,118","183,165,27","51,52,11","9,14,2","40,40,5","8500,9096,1268","27,24,5","23,15,5","390,326,63"
Carles Aleñá,"['0.12', '0.00', None]","['0.00', '0.00', None]","['0.12', '0.00', None]","['0.12', '0.00', None]","2,1,0","1.98,1.47,0.52","0.42,0.49,0.52","0,0,0","0,0,0","540,333,143","587,389,156","6,5,3","432,232,106","102,96,34","24,13,2","3.39,1.59,1.05","0.71,0.12,0.52","6,20,2","3,11,1","8,20,5","181,137,38","42,26,6","5,9,2","0,2,0","11,15,2","3011,2297,596","9,9,3","4,4,2","48,55,12"
Konrad De La Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafinha,"['0.17', '0.00', None]","['0.04', '0.00', None]","['0.21', '0.00', None]","['0.17', '0.00', None]","0,4,0","0.81,1.36,2.90","0.00,0.43,0.48","0,0,0","0,0,0","137,1138,142","152,1317,164","1,35,2","117,897,117","19,206,23","3,62,13","1.21,2.64,6.29","0.00,0.26,0.00","8,76,3","5,53,3","6,53,1","86,508,14","23,161,5","4,50,1","1,7,0","2,56,5","770,7576,1010","7,35,3","3,31,0","19,261,19"
Alberto Soro,"0.14,0.16,0.00","0.14,0.20,0.00","0.27,0.35,0.00","0.14,0.16,0.00","2,4,0","[None, '1.49', '0.00']","[None, '0.55', '0.00']","[None, None, '0']","0,0,0","[None, None, '8']","[None, None, '11']","[None, None, '0']","[None, None, '7']","[None, None, '1']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '1']","[None, '31', '1']","[None, None, '1']","[None, None, '9']","[None, None, '4']","[None, None, '1']","[None, None, '0']","[None, None, '0']","[None, None, '56']","[None, '38', '1']","[None, None, '2']","[None, None, '2']"
Martin Braithwaite,"['0.28', '0.22', None]","['0.05', '0.00', None]","['0.33', '0.22', None]","['0.28', '0.22', None]","4,6,1","1.86,1.86,2.87","0.64,0.74,1.77","0,1,0","0,0,0","184,269,99","249,390,128","5,8,3","164,231,91","15,30,5","23,42,8","1.48,1.95,1.77","0.39,0.23,0.22","7,15,3","5,9,1","9,11,2","274,303,45","69,70,15","7,21,1","0,3,0","18,32,5","1954,2530,714","24,30,8","30,49,6","67,90,15"
Germán Sánchez,"0.03,0.08,0.46","0.03,0.00,0.00","0.05,0.08,0.46","0.03,0.08,0.46","1,2,1","[None, '0.39', '0.93']","[None, '0.12', '0.46']","[None, '0', '0']","0,0,0","[None, '738', '66']","[None, '901', '91']","[None, '3', '0']","[None, '414', '40']","[None, '321', '26']","[None, '6', '0']","[None, '0.24', '0.00']","[None, '0.04', '0.00']","[None, '20', '0']","[None, '12', '0']","[None, '18', '1']","[None, '112', '10']","[None, '32', '2']","[None, '45', '2']","[None, '23', '0']","[None, '0', '1']","[None, '2955', '300']","[None, '29', '2']","[None, '73', '5']","[None, '235', '21']"
Kenedy,"[None, '0.15', '0.00']","[None, '0.46', '0.57']","[None, '0.61', '0.57']","[None, '0.15', '0.00']","1,1,0","1.94,2.15,2.85","0.33,0.46,0.00","1,0,1","0,0,0","386,133,31","548,201,43","8,8,1","306,101,24","72,24,6","38,18,2","2.54,2.76,1.14","0.13,0.46,0.57","33,11,2","23,8,1","31,3,1","283,111,33","86,30,8","31,9,1","0,1,0","42,19,6","3740,1750,305","18,15,3","6,5,2","164,56,17"
Fede Vico,"0.16,0.21,0.00","0.22,0.10,0.00","0.35,0.21,0.00","0.13,0.10,0.00","5,2,0","[None, '1.34', '0.00']","[None, '0.21', '0.00']","[None, '3', '0']","1,1,0","[None, '243', '11']","[None, '344', '15']","[None, '6', '1']","[None, '196', '7']","[None, '41', '3']","[None, '26', '0']","[None, '2.67', '0.00']","[None, '0.21', '0.00']","[None, '4', '3']","[None, '1', '2']","[None, '12', '0']","[None, '172', '12']","[None, '42', '2']","[None, '12', '1']","[None, '1', '0']","[None, '10', '0']","[None, '2035', '144']","[None, '8', '1']","[None, '10', '0']","[None, '57', '4']"
Ángel Montoro,"0.15,0.18,0.00","0.15,0.46,1.02","0.31,0.65,1.02","0.15,0.18,0.00","5,2,0","[None, '1.29', '1.02']","[None, '0.46', '0.00']","[None, '1', '0']","0,0,0","[None, '441', '32']","[None, '580', '49']","[None, '5', '0']","[None, '265', '17']","[None, '171', '15']","[None, '36', '2']","[None, '3.33', '2.05']","[None, '0.55', '1.02']","[None, '17', '0']","[None, '11', '0']","[None, '13', '0']","[None, '156', '10']","[None, '42', '1']","[None, '20', '1']","[None, '4', '0']","[None, '6', '0']","[None, '2243', '74']","[None, '21', '0']","[None, '4', '3']","[None, '102', '8']"
Víctor Díaz,"0.05,0.03,0.00","0.00,0.16,0.00","0.05,0.19,0.00","0.05,0.03,0.00","2,1,0","[None, '0.50', '0.97']","[None, '0.03', '0.97']","[None, '0', '0']","0,0,0","[None, '1020', '49']","[None, '1507', '71']","[None, '11', '0']","[None, '716', '32']","[None, '293', '17']","[None, '46', '3']","[None, '1.44', '2.90']","[None, '0.28', '0.00']","[None, '79', '2']","[None, '45', '1']","[None, '67', '5']","[None, '405', '9']","[None, '120', '3']","[None, '88', '2']","[None, '24', '0']","[None, '15', '0']","[None, '3591', '124']","[None, '20', '2']","[None, '54', '3']","[None, '304', '13']"
Ramon Azeez,"0.00,0.13,0.00","0.00,0.00,0.00","0.00,0.13,0.00","0.00,0.13,0.00","0,2,0","[None, '1.26', '1.78']","[None, '0.20', '0.00']","[None, '0', '0']","0,0,0","[None, '316', '28']","[None, '394', '38']","[None, '5', '0']","[None, '256', '25']","[None, '55', '3']","[None, '15', '0']","[None, '0.99', '0.00']","[None, '0.07', '0.00']","[None, '17', '3']","[None, '14', '3']","[None, '13', '1']","[None, '330', '13']","[None, '82', '5']","[None, '17', '2']","[None, '2', '0']","[None, '3', '0']","[None, '2078', '135']","[None, '29', '1']","[None, '19', '4']","[None, '128', '12']"
Jorge Molina,"0.48,0.24,0.57","0.17,0.14,0.00","0.58,0.29,0.57","0.41,0.14,0.57","14,5,1","1.77,1.43,1.14","0.68,0.33,0.57","0,0,0","2,2,0","500,401,41","749,600,51","13,15,0","430,349,34","57,37,7","76,60,3","2.58,2.86,1.71","0.34,0.48,0.00","16,9,3","11,6,1","17,14,3","411,213,20","84,56,10","31,13,1","1,2,0","33,22,1","3097,2450,114","47,34,3","65,73,5","127,104,7"
Roberto Soldado,"0.37,0.27,0.47","0.25,0.15,0.00","0.62,0.38,0.47","0.37,0.23,0.47","6,7,1","2.66,1.27,1.41","1.48,0.50,0.47","[None, '2', '0']","0,1,0","[None, '390', '32']","[None, '568', '50']","[None, '14', '2']","[None, '325', '25']","[None, '51', '5']","[None, '41', '3']","[None, '1.57', '1.41']","[None, '0.23', '0.00']","[None, '16', '1']","12,7,1","[None, '18', '2']","[None, '364', '24']","[None, '98', '11']","[None, '16', '1']","[None, '5', '0']","[None, '13', '0']","[None, '1698', '103']","23,43,1","[None, '47', '3']","[None, '85', '10']"
Luis Milla,"0.05,0.24,0.27","0.13,0.18,0.00","0.19,0.28,0.27","0.05,0.09,0.27","2,8,1","[None, '1.38', '1.09']","[None, '0.49', '0.82']","[None, None, '1']","0,5,0","[None, None, '158']","[None, None, '191']","[None, None, '3']","[None, None, '110']","[None, None, '45']","[None, None, '9']","[None, None, '2.46']","[None, None, '0.27']","[None, None, '4']","[None, '46', '2']","[None, None, '4']","[None, None, '63']","[None, None, '21']","[None, None, '5']","[None, None, '0']","[None, None, '4']","[None, None, '789']","[None, '38', '2']","[None, None, '6']","[None, None, '38']"
Maxime Gonalons,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.33,0.36,0.00","0.00,0.18,0.00","0,0,0","0,0,0","274,482,102","333,579,122","1,7,1","193,314,65","80,161,36","5,14,2","0.83,0.84,0.86","0.00,0.00,0.00","14,61,12","10,39,8","16,58,6","106,421,40","30,131,13","13,26,2","3,3,0","7,14,3","1552,2687,613","17,36,6","18,39,7","83,179,39"
Jesús Vallejo,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.00,0.14,0.00","0.00,0.00,0.00","0,0,0","0,0,0","81,174,118","104,222,146","1,0,0","50,94,60","30,80,58","0,1,0","0.00,0.14,0.00","0.00,0.00,0.00","4,4,4","3,2,1","3,6,7","20,61,27","6,20,9","4,9,7","3,5,4","1,1,1","322,778,804","2,6,3","4,6,7","18,41,24"
Domingos Duarte,"0.10,0.09,0.00","0.00,0.03,0.00","0.10,0.12,0.00","0.10,0.09,0.00","4,3,0","[None, '0.29', '0.00']","[None, '0.12', '0.00']","[None, '0', '0']","0,0,0","[None, '970', '94']","[None, '1218', '121']","[None, '5', '1']","[None, '564', '64']","[None, '401', '29']","[None, '5', '0']","[None, '0.15', '0.00']","[None, '0.03', '0.00']","[None, '35', '3']","[None, '21', '1']","[None, '16', '1']","[None, '208', '18']","[None, '74', '7']","[None, '49', '3']","[None, '24', '1']","[None, '6', '0']","[None, '4886', '571']","[None, '39', '1']","[None, '87', '6']","[None, '297', '32']"
Yangel Herrera,"0.00,0.08,0.30","0.00,0.11,0.00","0.00,0.19,0.30","0.00,0.08,0.30","0,2,1","1.25,1.29,1.79","0.16,0.15,0.60","1,0,0","0,0,0","365,714,90","467,942,131","9,12,0","302,537,72","54,165,18","21,46,3","1.64,1.75,0.89","0.16,0.34,0.00","47,81,9","30,56,8","42,65,13","362,744,82","99,196,28","18,57,8","0,9,1","13,21,2","1857,3753,563","32,91,13","28,69,14","153,298,29"
Darwin Machís,"0.59,0.30,0.44","0.07,0.21,0.44","0.67,0.47,0.88","0.59,0.25,0.44","8,7,1","[None, '3.04', '3.53']","[None, '1.14', '2.65']","[None, '2', '1']","0,1,0","[None, '361', '30']","[None, '582', '56']","[None, '7', '0']","[None, '275', '25']","[None, '79', '5']","[None, '82', '10']","[None, '3.47', '4.41']","[None, '0.38', '0.88']","[None, '28', '2']","[None, '19', '0']","[None, '33', '3']","[None, '358', '19']","[None, '94', '9']","[None, '36', '1']","[None, '3', '0']","[None, '51', '5']","[None, '5622', '449']","[None, '43', '2']","[None, '19', '2']","[None, '153', '8']"
Antonio Puertas,"0.37,0.25,0.00","0.07,0.11,0.00","0.44,0.35,0.00","0.37,0.25,0.00","10,7,0","[None, '1.62', '1.20']","[None, '0.63', '0.30']","[None, '0', '0']","0,0,0","[None, '538', '70']","[None, '768', '101']","[None, '19', '2']","[None, '452', '63']","[None, '67', '5']","[None, '59', '5']","[None, '2.07', '1.50']","[None, '0.32', '0.00']","[None, '39', '2']","[None, '24', '1']","[None, '50', '5']","[None, '476', '39']","[None, '126', '13']","[None, '31', '4']","[None, '3', '1']","[None, '54', '8']","[None, '5726', '752']","[None, '39', '3']","[None, '49', '8']","[None, '179', '23']"
Carlos Neva,"0.00,0.00,0.00","0.00,0.04,0.00","0.00,0.04,0.00","0.00,0.00,0.00","0,0,0","[None, '0.29', '0.33']","[None, '0.16', '0.00']","[None, '0', '0']","0,0,0","[None, '624', '96']","[None, '901', '126']","[None, '11', '3']","[None, '516', '74']","[None, '97', '19']","[None, '16', '3']","[None, '0.65', '1.00']","[None, '0.12', '0.33']","[None, '17', '0']","[None, '8', '0']","[None, '17', '0']","[None, '264', '21']","[None, '61', '8']","[None, '52', '8']","[None, '4', '0']","[None, '6', '1']","[None, '2979', '325']","[None, '13', '2']","[None, '21', '3']","[None, '189', '22']"
Lucas Torró,"0.00,0.00,0.00","0.00,0.00,0.61","0.00,0.00,0.61","0.00,0.00,0.00","0,0,0","0.80,1.90,2.43","0.16,0.00,0.61","0,0,0","0,0,0","190,150,44","259,174,58","3,3,3","154,115,36","33,32,5","8,4,7","1.29,1.09,4.26","0.32,0.00,0.61","10,12,4","5,8,2","9,12,5","85,73,36","30,24,10","12,7,2","2,1,1","2,2,2","768,540,163","11,6,8","24,18,11","106,65,25"
Rui Silva,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00",,,,,,"[None, '716', '93']","[None, '1279', '145']","[None, '2', '1']","[None, '256', '43']","[None, '458', '49']","[None, '6', '0']","[None, '0.17', '0.00']","[None, '0.03', '0.00']","[None, '0', '0']","[None, '0', '0']","[None, '0', '0']","[None, '3', '0']","[None, '1', '0']","[None, '0', '0']","[None, '0', '0']","[None, '1', '0']","[None, '3744', '317']","[None, '0', '0']","[None, '0', '0']","[None, '223', '23']"
Enric Gallego,"0.00,0.31,0.00","0.00,0.00,0.00","0.00,0.31,0.00","0.00,0.31,0.00","0,3,0","1.65,2.15,2.25","0.55,0.72,0.00","0,0,0","0,0,0","26,148,13","48,258,26","3,8,1","20,129,11","3,11,1","2,22,1","1.10,2.25,1.13","0.00,0.31,0.00","4,10,0","2,6,0","2,5,1","19,173,10","4,48,2","3,9,0","0,2,0","2,6,0","172,557,62","4,34,4","7,85,9","8,35,3"
Jony,"0.12,0.00,0.00","0.33,0.08,0.00","0.45,0.08,0.00","0.12,0.00,0.00","4,0,0","1.51,0.76,1.58","0.70,0.08,1.58","8,0,0","0,0,0","657,441,12","1183,640,21","13,10,0","437,312,6","207,119,6","124,29,3","3.76,2.22,4.74","0.45,0.23,0.00","27,17,0","12,11,0","46,27,0","491,177,5","98,49,0","42,26,0","0,2,0","62,11,2","8687,2612,158","34,13,0","6,2,0","228,78,4"
Unai García,"0.08,0.17,0.00","0.00,0.00,0.00","0.08,0.17,0.00","0.08,0.17,0.00","3,1,0","[None, '0.34', '0.00']","[None, '0.17', '0.00']","[None, '0', '0']","0,0,0","[None, '155', '14']","[None, '215', '21']","[None, '2', '0']","[None, '94', '8']","[None, '59', '6']","[None, '2', '0']","[None, '0.34', '0.00']","[None, '0.00', '0.00']","[None, '8', '3']","[None, '5', '1']","[None, '8', '2']","[None, '60', '9']","[None, '20', '4']","[None, '18', '0']","[None, '9', '0']","[None, '3', '0']","[None, '780', '95']","[None, '4', '0']","[None, '25', '0']","[None, '72', '12']"
Raúl Navas,"0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0.00,0.00,0.00","0,0,0","0.34,0.00,0.00","0.00,0.00,0.00","0,0,0","0,0,0","765,218,19","876,271,29","5,1,1","520,132,9","240,85,9","10,3,1","0.69,0.38,1.15","0.00,0.00,0.00","22,15,3","13,11,3","24,14,4","96,67,9","41,29,4","26,19,3","8,5,0","3,5,0","4734,1116,85","10,9,2","20,13,1","163,92,8"
Kike Barja,"0.16,0.00,0.00","0.33,0.29,1.07","0.49,0.29,1.07","0.16,0.00,0.00","3,0,0","[None, '1.73', '1.07']","[None, '0.86', '0.00']","[None, '0', '0']","0,0,0","[None, '62', '20']","[None, '89', '30']","[None, '3', '0']","[None, '53', '18']","[None, '6', '2']","[None, '10', '1']","[None, '2.88', '1.07']","[None, '0.58', '1.07']","[None, '1', '1']","[None, '1', '1']","[None, '2', '2']","[None, '48', '20']","[None, '10', '7']","[None, '5', '0']","[None, '1', '0']","[None, '11', '1']","[None, '934', '224']","[None, '5', '1']","[None, '5', '3']","[None, '26', '12']"
Aritz Elustondo,"0.04,0.00,0.00","0.00,0.06,0.00","0.04,0.06,0.00","0.04,0.00,0.00","1,0,0","0.44,0.48,0.00","0.20,0.06,0.00","0,0,0","0,0,0","973,802,212","1219,935,257","7,2,1","724,571,129","242,229,82","19,10,2","0.76,0.60,0.40","0.08,0.18,0.20","47,31,2","31,13,1","44,26,5","266,140,33","89,39,10","42,28,8","5,9,4","15,2,1","5817,4755,1228","22,12,6","52,72,14","247,185,50"
Aridane Hernández,"0.00,0.10,0.00","0.00,0.00,0.00","0.00,0.10,0.00","0.00,0.10,0.00","0,3,0","[None, '0.48', '0.00']","[None, '0.14', '0.00']","[None, '0', '0']","0,0,0","[None, '737', '46']","[None, '925', '55']","[None, '5', '0']","[None, '414', '27']","[None, '318', '19']","[None, '9', '1']","[None, '0.31', '0.50']","[None, '0.00', '0.00']","[None, '42', '0']","[None, '24', '0']","[None, '20', '0']","[None, '171', '7']","[None, '77', '0']","[None, '34', '2']","[None, '19', '0']","[None, '3', '0']","[None, '2878', '131']","[None, '21', '3']","[None, '100', '10']","[None, '333', '33']"
Nacho Vidal,"0.00,0.00,0.00","0.16,0.00,0.00","0.16,0.00,0.00","0.00,0.00,0.00","0,0,0","[None, '0.58', '0.85']","[None, '0.15', '0.42']","[None, '0', '0']","0,0,0","[None, '897', '51']","[None, '1240', '84']","[None, '10', '1']","[None, '693', '41']","[None, '194', '9']","[None, '35', '3']","[None, '1.35', '1.27']","[None, '0.04', '0.42']","[None, '53', '8']","[None, '28', '3']","[None, '39', '6']","[None, '272', '37']","[None, '85', '10']","[None, '59', '8']","[None, '4', '1']","[None, '27', '1']","[None, '4470', '216']","[None, '26', '4']","[None, '46', '3']","[None, '241', '26']"
Roberto Torres,"0.36,0.23,0.40","0.09,0.26,0.00","0.39,0.33,0.40","0.30,0.07,0.40","12,7,1","[None, '2.38', '2.40']","[None, '0.63', '0.80']","[None, '9', '1']","2,5,0","[None, '722', '36']","[None, '1118', '63']","[None, '22', '1']","[None, '535', '28']","[None, '165', '7']","[None, '87', '3']","[None, '2.88', '1.20']","[None, '0.30', '0.00']","[None, '24', '3']","[None, '20', '1']","[None, '52', '6']","[None, '383', '36']","[None, '96', '9']","[None, '57', '1']","[None, '3', '0']","[None, '30', '6']","[None, '3987', '197']","[None, '19', '3']","[None, '20', '1']","[None, '216', '11']"
Juan Cruz Armada,"0.00,0.03,0.00","0.03,0.24,0.00","0.03,0.27,0.00","0.00,0.03,0.00","0,1,0","[None, '0.15', '0.00']","[None, '0.03', '0.00']","[None, None, '0']","0,0,0","[None, None, '75']","[None, None, '122']","[None, None, '2']","[None, None, '56']","[None, None, '17']","[None, None, '0']","[None, None, '0.00']","[None, None, '0.00']","[None, None, '3']","[None, '30', '2']","[None, None, '4']","[None, None, '32']","[None, None, '8']","[None, None, '5']","[None, None, '1']","[None, None, '0']","[None, None, '209']","[None, '33', '2']","[None, None, '4']","[None, None, '31']"
